0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-169.81548,28.147003,-36.25734,38.470917,-19.065004,26.04434,-4.6445856,21.002295,-21.141197,18.444963,-5.658773,14.855566,-20.305689,6.415104,-18.19785,4.1010695,3.405039,1.4686805,-12.221715,9.455579,-10.31372,6.6416135,-2.651442,8.667618,-12.790886,-0.27525437,5.598437,4.4384456,-13.196464,-2.1390748,-6.4087477,-2.7773764,4.3168273,3.079156,-1.4866679,4.3496375,-0.6263328,1.9958888,1.1447023,-0.75290656,jackhammer
-235.51964,110.98205,-14.138463,30.522432,-9.91591,18.337421,-20.44052,14.454241,-13.697427,7.070417,-12.672661,12.060941,-6.2122173,7.961595,-8.395872,4.1059837,-6.360113,0.7981814,-8.49701,3.7499197,-1.9096863,1.8939333,2.898526,6.181536,0.3129725,4.935923,-0.5943902,2.4672852,-1.4518609,1.757435,-0.64838636,1.2712358,0.8978998,5.262784,2.9040637,2.9246202,0.51959085,2.1338065,-0.76534754,-2.0075443,street_music
-136.9939,8.548988,-48.803074,35.287983,-9.015311,40.191017,-10.977225,16.492407,-27.202396,6.2983103,-2.3348243,9.180388,-17.402407,12.755059,-7.931968,5.0692496,-0.76192224,0.8234634,-17.061453,18.778837,-13.154895,1.5370259,-4.7257247,9.984014,-12.895702,1.526593,-2.0337112,5.997334,-8.70346,-0.023020927,0.43637758,1.4110513,6.5109706,-4.5249643,-1.5621004,0.037111316,-4.456394,2.5941653,0.46790555,3.7913423,jackhammer
-277.93918,85.61577,-46.81246,19.275703,-23.003864,38.347168,-13.092336,30.179756,-16.952433,7.4223776,-10.728427,20.793104,-14.661015,19.696323,-11.973807,2.7689447,-2.201566,3.1895258,-5.1154823,5.9874573,-11.355695,-7.786496,-5.8348503,-1.303102,-14.235401,-4.707068,-4.515676,5.2209496,-4.94379,0.48866004,-6.056707,0.5053536,-2.6064246,2.6387455,2.0084243,2.4995203,1.9209205,0.80596113,0.69131106,5.2803226,engine_idling
-107.97146,169.84698,-45.56314,15.269864,-15.660498,17.45909,-11.585098,13.653312,-12.54153,14.308102,-12.305056,8.181487,-7.0127745,7.4465785,-5.427437,9.746497,-6.0930524,4.0688004,-9.83375,3.798078,-3.2018077,0.63023007,-4.72758,1.879589,-1.1246481,-0.5755531,-2.1292706,-0.8471014,-2.442952,2.1521575,-5.3668566,-0.9856137,0.24262342,-1.8943261,-0.9600336,1.3658154,-1.6603602,-0.21677315,-0.3403298,-1.4619176,siren
-387.25308,152.30524,-36.440193,9.374461,-26.098446,12.532579,-12.146405,15.20746,-4.425964,6.0683537,-10.472906,9.628452,-4.877286,12.855198,0.27914745,11.443557,1.0294032,6.650608,-2.9765928,2.399232,-2.4945126,1.5311364,0.9573028,3.080896,-0.11099121,4.0727487,1.9039806,2.9153903,0.10877852,-0.07208622,-0.26092935,-0.08967184,-1.825637,-0.924703,-0.48825246,0.074124284,-0.54679704,-0.6760543,0.12149833,-0.23356634,children_playing
-129.33742,20.626429,-41.50459,40.90052,-24.971449,23.957008,-16.21413,14.826439,-17.103476,13.733951,-5.671533,21.159199,-8.308074,3.7875998,-4.3529806,3.727564,-14.204141,-0.4403329,-6.106273,12.535195,-14.097541,10.977568,-2.263438,8.385746,-9.014892,-3.8070972,-1.8574141,3.244765,-6.5878935,4.926197,-1.805924,-4.239978,2.0496912,-0.34531608,-2.3036015,-1.6117319,-4.7731004,3.8134913,1.7512174,3.0661917,jackhammer
-239.40088,98.4495,-20.27414,11.886552,-13.373648,19.792189,-14.595376,15.779621,-24.274422,1.1044605,-11.700699,8.722709,-12.380828,16.450584,-7.6972656,5.8162184,-4.6264987,2.8181653,-3.0786655,5.8727365,-1.3357407,5.849329,-0.75146854,4.866973,0.3020332,11.330323,3.832504,10.508598,-4.2108054,2.8103445,-5.915962,3.217969,-2.8741558,-3.3111942,-2.5347137,2.22856,-3.3153818,1.9838206,-4.6414247,-0.6621083,engine_idling
-332.5143,174.57486,-8.768176,28.789892,8.770916,20.882618,1.2184528,12.976677,-6.746939,5.8401403,-10.310582,3.569571,-6.711869,1.9392899,-4.3205066,1.6063372,-5.846869,-2.373083,-4.57759,-1.1877036,-5.4427633,-0.7593272,-2.3027203,-3.0575104,-3.5323408,-2.0328677,-2.4581077,-4.979082,-3.2578359,-4.082169,-4.2321515,-6.348561,-2.244798,-3.0968049,-2.4730372,-4.203156,-2.1195774,-3.473849,-1.5267776,-2.4793022,air_conditioner
-86.89383,63.174877,3.811328,9.597639,-2.9378848,42.156685,-16.524925,7.886718,-5.6365185,16.30513,-5.0895395,19.77316,13.671568,7.24874,-25.538132,-22.512062,-20.12633,12.668808,-6.3896585,-2.2054315,-25.194305,5.499633,10.087875,29.266907,13.648112,12.973301,21.174828,8.853154,6.9007626,-1.8421717,-6.2297106,-4.878067,0.75272447,7.9443645,-3.2702384,-2.8475342,-3.5039978,-3.5209942,-7.030567,-14.867512,car_horn
55.029873,0.8930446,-46.64139,-6.5720115,-32.52633,-2.126504,-19.080652,10.284073,-7.957497,7.0303974,-9.282561,12.764984,-6.637132,2.4496338,-10.470632,10.306709,2.2018082,4.920461,-1.2262956,-1.3009381,1.7764797,7.67678,-5.09234,7.807854,-3.6466496,6.10073,0.6932615,1.2731773,-3.474188,3.379923,2.7558556,8.006786,-3.0737033,5.86486,-2.2868907,2.7588117,-2.5654645,3.1853945,-1.1814994,0.64278215,drilling
-274.60223,130.24431,-56.049473,6.062806,-17.936579,19.78697,-1.699422,12.384145,-3.2400842,25.624866,23.04684,14.272835,1.2964158,6.3237324,0.8880529,-3.0962284,-3.8987603,-6.4751287,1.4436536,5.296052,1.2468992,-1.0845243,-1.5662168,4.89202,4.0382137,-7.092201,0.30981272,9.452857,4.6222296,-3.3259397,-2.2461383,1.6505318,-2.4036658,-7.3821583,-3.793313,-0.8248499,2.046282,5.404334,4.644177,7.3917723,siren
-24.88017,147.53938,-48.310833,7.0821066,-24.019402,5.488529,-20.418873,2.701009,-21.433445,5.2687774,-16.986826,4.2179585,-11.937852,4.373561,-11.207477,6.7371163,-9.916602,5.3585434,-6.989319,4.300326,-3.875707,2.3116984,-5.995418,2.0843017,-4.2802997,1.8800029,-1.472052,2.0322506,-1.8858302,1.3812796,-3.05742,-0.4474043,-2.3836017,0.7718206,-1.8795519,1.4273866,-1.3375405,0.14208066,-2.1620119,0.238282,gun_shot
-238.96156,112.16091,-42.009457,-16.026413,-39.281612,5.417439,-43.919216,-7.721471,-14.406549,-12.592504,-20.328213,3.7249463,-18.676424,-8.998568,-13.380391,-2.2637064,-6.2289433,0.9949959,-11.164454,-3.7345042,-6.287801,-0.9665403,-4.11398,-0.34845588,-6.29485,-4.2203937,-3.9869502,-0.34136406,-1.1059836,-0.9908024,-1.9975333,1.292228,-2.154143,-0.73068476,-3.0135822,-1.4430803,-2.0890608,-4.3040752,-0.25249898,-2.426173,children_playing
-248.47476,127.949104,-50.071617,36.066032,-14.556539,22.94054,-14.5976925,-4.504905,-4.624795,6.3333254,-23.106703,15.700766,-5.858509,-1.4362956,-7.467791,6.539427,-9.200228,-3.5789378,-0.6387397,-0.68674016,-10.4381,-1.3298582,-0.4901221,-1.860939,-3.9208636,-1.940476,-1.5301993,-5.059676,-3.3072317,-1.4266528,-4.999029,-1.842416,-4.2268963,-1.730751,-5.338993,-1.8203028,-3.7442806,-3.380587,-4.842289,-2.5021067,children_playing
-87.68257,91.7983,15.706259,19.52621,-22.870693,14.977352,-24.075405,15.655356,-18.827631,10.4962015,-22.710443,8.523404,-11.322229,5.9578495,-8.771744,3.0568268,-5.9801965,1.0716616,-13.665266,7.7358875,-13.989694,5.4430203,-10.04651,3.2705722,-7.255023,0.16401702,-6.294567,-4.0699606,-3.8107984,-3.0217798,-1.1295415,1.169684,-2.4206924,-0.22223437,-5.5766335,0.17788143,-3.020607,1.0340284,-1.0496604,-0.40982336,drilling
-31.779339,155.15485,-48.93599,10.707118,-31.885588,-1.7174194,-25.025776,5.148017,-19.299631,0.6267201,-18.23932,2.457706,-10.425113,1.8416702,-11.548126,3.6130857,-5.9681873,3.3863614,-5.403015,2.0567808,-4.810072,-0.6942575,-4.245053,0.9478566,-3.3991838,0.35555398,-1.3736472,0.28757048,-2.12595,-0.22651634,-1.3601528,-0.28997645,-0.871908,0.06628897,-1.5942947,-0.11098031,0.11190194,-0.060071886,-0.33285084,0.036452673,gun_shot
-118.85546,151.42941,-37.549755,8.820522,3.6355076,20.619045,-13.473898,16.52967,-13.689761,10.808845,-2.5817568,13.059341,-3.2044537,6.004706,-5.975652,12.8507,0.19579665,3.657009,-10.777,-8.115643,2.0079324,18.58696,5.014264,-6.837629,-5.6602507,4.119065,-3.670679,-8.420829,4.993863,12.168742,-0.7298385,-2.5294085,0.77819383,3.12296,4.2792935,1.1554447,-2.1449578,0.94542533,1.0659227,-6.457524,siren
-312.8848,201.64882,-32.89981,26.912083,23.938955,0.55387664,17.62028,15.128839,2.6040032,0.14471695,10.71757,6.6850195,2.0534587,4.851374,6.3231845,1.413387,-0.022609439,5.3339043,0.25404707,3.7373374,9.471063,2.1801078,2.0442827,7.466412,4.296914,-1.7143201,3.7216396,7.195035,-3.2809205,-5.1491385,3.451367,3.8156934,-0.5213402,0.039787896,-1.970712,-1.9902493,2.923593,3.1644766,4.7570877,4.3220434,car_horn
-33.23868,53.984318,-45.328712,3.404632,-26.42161,0.58624667,-9.002728,9.56657,-22.3247,2.5590782,-22.297386,5.4011593,-16.985552,3.570898,-8.890101,11.2816,-10.981094,4.961933,-10.695203,4.5395594,-2.1993127,6.600429,-11.856819,0.7673288,-5.725375,8.087534,0.63194054,6.5236797,-2.0764585,-0.8245105,-3.9018314,6.6583247,-0.7646624,-0.32261273,-5.3690286,1.0787836,-0.40595418,0.7214446,-5.043669,-2.274209,drilling
-116.98183,128.03249,-87.5024,21.09315,-9.554675,-1.3743379,-7.7587566,17.423641,-16.417627,3.625476,-6.391305,7.334168,-5.4882793,12.650831,-2.6818187,7.1616015,-2.130649,10.9798355,3.7305048,1.8510416,2.5419738,3.5888658,3.0311365,2.1679487,-1.4835976,2.0317566,-5.674435,-5.5502887,-4.814977,-5.1272726,2.384382,3.1112442,3.9004457,6.7616,3.268566,-2.0065742,-1.0329698,-2.020705,0.13051903,-0.22598773,street_music
-15.287504,87.493324,-28.115816,12.695683,0.2419349,20.655634,-12.824607,17.083624,-12.686426,25.030037,-14.557115,7.512126,-13.085299,6.300312,-4.615403,9.276761,-11.306979,6.672486,-9.485179,5.3681164,-7.929583,3.5648644,-10.322318,0.7415386,-4.1891913,-0.3418176,-4.9616704,-2.4414995,-7.5182886,0.054758765,-4.6317806,-1.7914535,-4.2478495,1.527421,-3.8001835,-1.7615411,-4.481812,-0.9618845,-4.694612,2.3531046,jackhammer
-310.1831,95.60608,-56.08682,12.663247,-12.279585,22.82274,5.86664,3.9692214,-9.670954,-1.2568437,-9.696719,11.502337,-8.26161,8.400419,-2.4882839,5.804658,-3.1462483,7.4462748,-2.8698523,-2.2870283,-6.7818675,1.0986252,-1.9867325,1.9102144,-1.9452889,-1.1606122,-1.4528106,-2.6762962,-2.6714468,-3.8849592,0.040960677,-0.53386587,-0.69970435,-2.4181318,1.1790096,-2.7377467,-2.2154043,-0.49244002,0.65726244,-3.3191667,children_playing
-275.89142,101.7432,-91.016815,-4.6030293,-0.19049716,-12.795368,-17.279741,3.2734368,-9.625724,15.379912,8.937555,12.354351,1.4438441,2.0810902,-6.144736,2.8104537,3.32731,1.677602,-1.3150595,8.037136,6.1278706,0.109663084,5.460136,-0.103232674,-1.3619547,4.3471246,0.6060026,2.4610312,2.5553772,0.6586712,4.74423,1.2733669,-1.0804869,0.6346987,1.839359,1.7845254,2.0371578,0.097095996,2.6730344,0.85336024,dog_bark
-510.20303,102.115395,6.0270615,-18.095373,-20.006212,3.8360362,-0.99213403,1.9080646,-0.31970474,-4.47421,-6.069562,2.3751729,6.8006587,6.479042,0.21423283,-0.23344615,-2.005937,3.855842,-3.1559985,-2.66043,-5.4297714,-6.4304113,-1.7559645,1.5175142,2.8029761,6.703573,1.2895799,1.3625228,3.0145328,4.183151,5.152598,6.450919,5.323604,3.3844104,1.6383427,-0.05574278,2.3911035,2.380946,2.5279763,-0.4124585,dog_bark
-271.5793,156.82959,-21.753572,31.323053,-9.853338,24.700089,-8.583647,15.973791,-11.572349,4.8299565,-10.058366,8.296047,-9.804049,3.774734,-7.22386,-0.71342695,-6.0914526,-0.7401956,-7.264949,-3.4338987,-1.2836725,-3.3265588,0.0222718,1.6317472,-2.9038367,2.7652998,-2.0286596,-1.6665977,0.08817914,-0.7685334,0.082718424,-0.8642317,-1.9241751,0.08978773,-2.8398347,-1.938549,-2.2304006,-1.6607145,-2.1766605,-2.512069,street_music
-367.23343,117.4924,18.439312,31.207066,12.658621,11.893305,14.669603,8.683509,13.499817,12.881904,10.621268,12.592954,8.863954,6.6765723,4.344203,8.569076,5.007531,5.4459195,7.0765443,4.314849,6.40181,3.7715344,2.5419357,5.074651,6.3355584,3.967607,4.764898,2.3706748,2.262006,4.419782,2.724963,3.0260284,4.2308517,1.9090761,2.4205072,3.901708,-0.15692064,1.442052,2.0222425,0.3703802,street_music
-124.7006,97.72332,-18.93243,41.094196,-17.146942,26.200378,-1.5060194,19.897003,-19.058575,16.942596,-12.076461,16.928928,-3.5698795,13.387759,-14.564845,7.5819945,-10.162219,3.6450238,-5.108061,8.027509,-7.9903054,-1.765897,-0.3616337,9.080037,-5.365321,5.6587105,-2.2424135,1.0570781,-2.9351497,2.3038478,-6.4280434,0.7845136,-2.2604265,2.752649,-1.2198182,1.4585649,-1.5102172,3.2273738,-1.1380243,0.4249073,jackhammer
-353.27026,120.576614,-36.876724,39.48375,-13.958259,26.103838,-6.5719275,5.103239,1.958692,8.879071,-2.344002,7.1130486,-3.035019,9.657821,2.2562337,7.817531,-0.2972695,6.579587,-0.52716565,2.710407,-0.888575,8.638365,8.297965,12.811436,6.9707785,1.9813027,-5.184533,-8.150949,-7.7422256,-2.1819355,2.0457757,1.6536576,-0.31442645,2.83784,7.203341,7.330519,4.747725,2.241923,2.622521,0.7752383,air_conditioner
-196.43211,126.29452,-11.6695795,-32.119297,-39.028625,-18.909592,-8.563151,-4.767354,-12.955051,-6.61945,0.9462545,4.1951504,5.9756446,10.225852,8.812571,9.276898,2.282853,0.08954398,-5.340069,-4.213129,-1.8647821,-1.7138181,-1.4679861,5.439622,10.268033,9.959872,8.997832,4.3609457,-1.9398519,-1.2508826,3.1990826,7.4679813,0.6536688,-3.4000573,0.0030584896,4.4236174,6.637028,7.784527,4.6626415,1.4475969,dog_bark
-95.52669,137.6942,-33.05138,16.237677,-4.3584437,25.143036,-9.162551,11.890099,-2.2786977,23.579437,-16.852297,8.06528,-10.713623,13.396458,-2.8085947,10.319647,-11.146917,11.989517,-6.6473017,7.555358,-3.4420328,0.11565247,-7.5349913,0.17667812,-5.7023053,-0.5689381,-7.106487,1.998822,-6.1713724,-0.92275244,-6.4923725,0.27969092,3.3911045,0.73837143,-1.1311538,-1.7335254,-4.6684985,-0.18614717,-4.8544564,0.20596388,jackhammer
-504.0183,65.09552,-9.679468,-15.099058,-19.714996,-8.320105,-10.818903,4.3524127,5.5614247,7.4103193,0.17584442,4.569573,8.72975,9.11182,3.8658416,5.1566596,5.3821898,6.4509163,3.728745,5.524187,3.64364,3.625071,3.055587,2.2747707,2.3806474,3.188571,2.8297973,3.131679,2.0141053,1.0197142,0.6148105,1.7883509,1.60295,1.8750399,2.134833,2.7944949,2.2095764,2.3281748,1.5212494,1.3291743,gun_shot
-68.53714,132.37177,-39.72711,55.793556,-25.761782,17.174337,-23.607578,17.229757,-13.643154,7.476446,-9.012468,-0.44454816,-8.503527,2.9273953,-14.957584,5.765154,-11.263967,5.995117,-6.3952737,-1.3218925,-1.4373354,0.092938796,0.6945549,-3.969609,1.8296399,2.925064,-4.7217293,4.312412,-4.2522736,1.3964362,2.0689178,1.9398941,-2.3076024,-0.5350273,1.5490414,-3.6370413,-3.0283704,-3.6201384,-4.6300077,-3.444598,jackhammer
-274.15717,66.652084,-34.32124,23.483032,24.949247,52.3554,-14.363022,-15.61132,-10.117848,45.377728,6.320076,-21.65106,-24.051216,24.03539,0.3369042,-0.49742007,-10.174483,-8.0264015,9.363605,9.5408325,-12.64437,10.054778,8.112679,8.11545,-0.26625696,0.8061428,8.261058,2.6962066,-0.046538293,-4.8292165,14.326446,0.36670357,-4.9360547,0.27123776,0.012090473,1.78761,3.6467638,-4.4491434,-8.211145,7.335476,street_music
